"CWE-ID","Project Name","Method-ID","Fix Commit","Badness","Tool-ID","Tool result","Size","TP","TN","FP","FN"
"CWE-295","spring-amqp","spring-rabbit/src/main/java/org/springframework/amqp/rabbit/connection/RabbitConnectionFactoryBean.java$setUpSSL","d64e7fa3993dac577c0973e0caf8c31d27ef5e4","false","vcg","[??]","66","??","??","??","??"
"CWE-295","spring-amqp","spring-rabbit/src/main/java/org/springframework/amqp/rabbit/connection/RabbitConnectionFactoryBean.java$useDefaultTrustStoreMechanism","d64e7fa3993dac577c0973e0caf8c31d27ef5e4","false","vcg","[??]","8","??","??","??","??"
"CWE-287","infinispan","server/core/src/main/java/org/infinispan/server/core/utils/SslUtils.java$createSslContext","f2d54c4ecb75c7264d4160ca7c461135712201a9","true","vcg","[??]","6","??","??","??","??"
"CWE-264","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/xml/ValidationXmlParser.java$unmarshal","c489416f699a46859c134796b3ccfea41ef3ce52","true","vcg","[]","14","False","False","False","True"
"CWE-264","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/xml/ValidationXmlParser.java$getValidatedExecutableTypes","c489416f699a46859c134796b3ccfea41ef3ce52","true","vcg","[]","9","False","False","False","True"
"CWE-22","tomcat","java/org/apache/catalina/servlets/DefaultServlet.java$serveResource","a273b5f45cb46a273d06510a689fc314155a952d","false","vcg","[614, Possible Race Condition, 190]","302","False","True","False","False"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java$setAllowJavaSerializedObject","190d7c81b7e3ce767514e319630b1bbaf27e6817","false","vcg","[??]","2","??","??","??","??"
"CWE-78","nmap4j","src/main/java/org/nmap4j/valid/HostsInputValidator.java$valid","06b58aa3345d2f977553685a026b93e61f0c491e","true","vcg","[]","2","False","False","False","True"
"CWE-284","pljava","pljava/src/main/java/org/postgresql/pljava/internal/InstallHelper.java$languages","675254b0f17b76f05e72cba2e3b8d3e548ae7a43","true","vcg","[??]","39","??","??","??","??"
"CWE-20","struts","core/src/main/java/org/apache/struts2/dispatcher/multipart/MultiPartRequestWrapper.java$buildErrorMessage","352306493971e7d5a756d61780d57a76eb1f519a","false","vcg","[]","10","False","True","False","False"
"CWE-361","bc-java","prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/dh/IESCipher.java$engineDoFinal","21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35","true","vcg","[??]","105","??","??","??","??"
"CWE-502","ignite","modules/hadoop/src/main/java/org/apache/ignite/internal/processors/hadoop/mapreduce/MapReduceClient.java$client","bc374f85ca4a5e69572902d2167fe6bedebd40a","true","vcg","[Synchronized Code - Possible Performance Impact]","29","False","False","False","True"
"CWE-20","activemq","activemq-http/src/main/java/org/apache/activemq/transport/xstream/XStreamWireFormat.java$createXStream","a7e2a44fe8d4435ae99532eb0ab852e6247f7b16","true","vcg","[]","23","False","False","False","True"
"CWE-264","tomcat","java/org/apache/jasper/compiler/JspDocumentParser.java$getSAXParser","769477b9bc8442db3f571385fa0c3e206242cbf1","false","vcg","[]","57","False","True","False","False"
"CWE-613","keycloak","services/src/main/java/org/keycloak/services/resources/AbstractSecuredLocalService.java$updateCsrfChecks","9b75b603e3a5f5ba6deff13cbb45b070bf2d2239","false","vcg","[??]","16","??","??","??","??"
"CWE-613","keycloak","services/src/main/java/org/keycloak/services/resources/AbstractSecuredLocalService.java$csrfCheck","9b75b603e3a5f5ba6deff13cbb45b070bf2d2239","false","vcg","[??]","5","??","??","??","??"
"CWE-613","keycloak","services/src/main/java/org/keycloak/services/resources/AbstractSecuredLocalService.java$getStateChecker","9b75b603e3a5f5ba6deff13cbb45b070bf2d2239","false","vcg","[??]","15","??","??","??","??"
"CWE-264","tomcat55","container/catalina/src/share/org/apache/catalina/startup/HostConfig.java$deployWARs","0299cb724ea71f304d54adfcdb950f59b01fb421","false","vcg","[190]","42","False","True","False","False"
"CWE-22","tomcat55","container/catalina/src/share/org/apache/catalina/startup/HostConfig.java$deployWARs","0299cb724ea71f304d54adfcdb950f59b01fb421","false","vcg","[190]","42","False","True","False","False"
"CWE-79","geronimo","framework/modules/geronimo-kernel/src/main/java/org/apache/geronimo/kernel/repository/AbstractRepository.java$copyToRepository","f8a612df7b06729bfd6c826e1a110d4bb40dc1f5","true","vcg","[190, 643]","46","False","False","False","True"
"CWE-352","geronimo","framework/modules/geronimo-kernel/src/main/java/org/apache/geronimo/kernel/repository/AbstractRepository.java$copyToRepository","f8a612df7b06729bfd6c826e1a110d4bb40dc1f5","true","vcg","[??]","46","??","??","??","??"
"CWE-22","geronimo","framework/modules/geronimo-kernel/src/main/java/org/apache/geronimo/kernel/repository/AbstractRepository.java$copyToRepository","f8a612df7b06729bfd6c826e1a110d4bb40dc1f5","true","vcg","[190, 643]","46","False","False","False","True"
"CWE-20","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/runtime/DockerLinuxContainerRuntime.java$reapContainer","bbe3b0857d383c5e4dc4a7ade90a88a3e24338b","false","vcg","[]","4","False","True","False","False"
"CWE-20","hadoop","hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/runtime/DockerLinuxContainerRuntime.java$launchContainer","bbe3b0857d383c5e4dc4a7ade90a88a3e24338b","false","vcg","[]","107","False","True","False","False"
"CWE-269","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/scim/jdbc/JdbcScimGroupProvisioning.java$delete","ea8c0ce7740a5d756d9f11964f6a6b4df54cc3b2","true","vcg","[??]","15","??","??","??","??"
"CWE-22","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/ResourceServlet.java$doInclude","a7dc48534ea501525f11369d369178a60c2f47d0","true","vcg","[Possible Race Condition, 190]","20","False","False","False","True"
"CWE-502","ignite","modules/core/src/main/java/org/apache/ignite/internal/IgniteKernal.java$start","bc374f85ca4a5e69572902d2167fe6bedebd40a","false","vcg","[190]","580","False","True","False","False"
"CWE-264","camel","camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java$createTransformerFactory","483b445dc77487e2d0f3d8c8bf1a7bbab04464c","true","vcg","[]","4","False","False","False","True"
"CWE-79","cxf","rt/transports/http/src/main/java/org/apache/cxf/transport/servlet/BaseUrlHelper.java$getBaseURL","45b1b5b94aaebca6900cfff6c62a5d038e9ad28b","false","vcg","[]","28","False","True","False","False"
"CWE-502","spring-amqp","spring-amqp/src/main/java/org/springframework/amqp/core/Message.java$getBodyContentAsString","83fe9fdec2c86a57898d56c5e109debd9d5c07d","true","vcg","[190]","21","False","False","False","True"
"CWE-200","xstream","xstream/src/java/com/thoughtworks/xstream/io/xml/DomDriver.java$DomDriver","696ec886a23dae880cf12e34e1fe09c5df8fe94","true","vcg","[??]","9","??","??","??","??"
"CWE-20","tomcat","java/org/apache/coyote/ajp/AjpAprProcessor.java$process","d2e8f2ede7dea39f75f68384f331f38f094e4ed3","false","vcg","[190]","130","False","True","False","False"
"CWE-20","tomcat","java/org/apache/coyote/ajp/AjpAprProcessor.java$asyncDispatch","d2e8f2ede7dea39f75f68384f331f38f094e4ed3","false","vcg","[]","42","False","True","False","False"
"CWE-79","cxf","rt/transports/http/src/main/java/org/apache/cxf/transport/servlet/servicelist/ServiceListGeneratorServlet.java$service","a23c615b68830edb56855f8edb015fae32616516","true","vcg","[501, 614, Possible Race Condition]","62","False","False","False","True"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$recycle","a91516b80deaf1d0c6e04a7931765fdac34c4ccd","false","vcg","[]","10","False","True","False","False"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$parseChunkHeader","a91516b80deaf1d0c6e04a7931765fdac34c4ccd","false","vcg","[190]","65","False","True","False","False"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$parseHeader","a91516b80deaf1d0c6e04a7931765fdac34c4ccd","false","vcg","[190]","145","False","True","False","False"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$ChunkedInputFilter","a91516b80deaf1d0c6e04a7931765fdac34c4ccd","false","vcg","[]","4","False","True","False","False"
"CWE-22","tomcat80","java/org/apache/catalina/authenticator/FormAuthenticator.java$authenticate","2b643a4e36d318d55ec57fee57610671656d23c0","true","vcg","[501]","200","False","False","False","True"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/CloseDurableClientFunction.java$getRequiredPermissions","aa469239860778eb46e09dd7b390aee08f152480","true","vcg","[??]","3","??","??","??","??"
"CWE-361","bc-java","prov/src/main/java/org/bouncycastle/jcajce/provider/asymmetric/rsa/CipherSpi.java$getOutput","21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35","true","vcg","[??]","23","??","??","??","??"
"CWE-264","tomcat80","java/org/apache/catalina/ha/session/ClusterManagerBase.java$clone","5430f30c79383e4d2d87785468905fcb00bace58","true","vcg","[]","21","False","False","False","True"
"CWE-20","cxf-fediz","services/idp/src/main/java/org/apache/cxf/fediz/service/idp/metadata/ServiceMetadataWriter.java$getMetaData","90c898335786211d253c0503453e2f8b93e0d3fe","false","vcg","[]","55","False","True","False","False"
"CWE-200","hive","ql/src/java/org/apache/hadoop/hive/ql/udf/xml/UDFXPathUtil.java$eval","b0a58d245875dc1b3ac58a7cf1a61d3b17805e96","false","vcg","[??]","40","??","??","??","??"
"CWE-347","bc-java","core/src/main/java/org/bouncycastle/asn1/ASN1Integer.java$ASN1Integer","843c2e60f67d71faf81d236f448ebbe56c62c647","true","vcg","[??]","3","??","??","??","??"
"CWE-79","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ServletRequestMethodArgumentResolver.java$resolveArgument","75e08695a04980dbceae6789364717e9d8764d58","false","vcg","[]","39","False","True","False","False"
"CWE-287","shiro","core/src/main/java/org/apache/shiro/realm/ldap/DefaultLdapContextFactory.java$getLdapContext","9137e6cc45922b529fb776c6857647a3935471bb","false","vcg","[??]","37","??","??","??","??"
"CWE-287","shiro","core/src/main/java/org/apache/shiro/realm/ldap/DefaultLdapContextFactory.java$createLdapContext","9137e6cc45922b529fb776c6857647a3935471bb","false","vcg","[??]","2","??","??","??","??"
"CWE-755","tomcat","java/org/apache/catalina/servlets/WebdavServlet.java$service","58b32048ce25cb812ae394dafb0cd57254c68155","false","vcg","[??]","46","??","??","??","??"
"CWE-20","syncope","client/cli/src/main/java/org/apache/syncope/client/cli/commands/configuration/ConfigurationExport.java$export","ad31479c1c543ac7d26b8c882aa14f6c00c1fd0","true","vcg","[]","30","False","False","False","True"
"CWE-611","camel","camel-core/src/main/java/org/apache/camel/processor/validation/SchemaReader.java$createSchemaFactory","24eefa559fe6b310629d2bf00663d2679ec81b9","false","vcg","[??]","14","??","??","??","??"
"CWE-79","wicket-jquery-ui","wicket-jquery-ui-plugins/src/main/java/com/googlecode/wicket/jquery/ui/plugins/wysiwyg/WysiwygEditor.java$convertInput","cc75fdc3e610985a5f391789d33fb70c8c9114d","true","vcg","[]","7","False","False","False","True"
"CWE-264","tomcat55","connectors/jk/java/org/apache/coyote/ajp/AjpAprProcessor.java$process","be3eb28f82250a5c81a1c42216570ebf892aefac","false","vcg","[190]","131","False","True","False","False"
"CWE-264","tomcat55","connectors/jk/java/org/apache/coyote/ajp/AjpAprProcessor.java$finish","be3eb28f82250a5c81a1c42216570ebf892aefac","false","vcg","[190]","30","False","True","False","False"
"CWE-79","activemq","activemq-web/src/main/java/org/apache/activemq/web/DestinationFacade.java$getPhysicalDestinationName","9dc43f3ffe85c9c56faee235a21f23bfceb865c8","true","vcg","[]","2","False","False","False","True"
"CWE-611","lucene-solr","solr/contrib/extraction/src/java/org/apache/solr/handler/extraction/ParseContextConfig.java$loadConfigFile","3aa6086ed99fa7158d423dc7c33dae6da466b09","false","vcg","[??]","2","??","??","??","??"
"CWE-284","ambari","contrib/views/files/src/main/java/org/apache/ambari/view/filebrowser/PropertyValidator.java$validateProperty","eaf8cc4cd2015456307ff3fcf98e49f2826fa270","true","vcg","[??]","13","??","??","??","??"
"CWE-287","infinispan","server/core/src/main/java/org/infinispan/server/core/transport/NettyChannelInitializer.java$initializeChannel","f2d54c4ecb75c7264d4160ca7c461135712201a9","false","vcg","[??]","24","??","??","??","??"
"CWE-20","struts","xwork-core/src/main/java/com/opensymphony/xwork2/interceptor/ConversionErrorInterceptor.java$getOverrideExpr","b4265d369dc29d57a9f2846a85b26598e83f3892","false","vcg","[]","2","False","True","False","False"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/GetRegionsFunction.java$execute","aa469239860778eb46e09dd7b390aee08f152480","true","vcg","[??]","20","??","??","??","??"
"CWE-20","spring-data-rest","spring-data-rest-webmvc/src/main/java/org/springframework/data/rest/webmvc/json/patch/AddOperation.java$evaluateValueFromTarget","8f269e28fe8038a6c60f31a1c36cfda04795ab45","false","vcg","[]","8","False","True","False","False"
"CWE-1188","spring-webflow","spring-webflow/src/main/java/org/springframework/webflow/mvc/view/AbstractMvcView.java$addEmptyValueMapping","57f2ccb66946943fbf3b3f2165eac1c8eb6b1523","false","vcg","[??]","13","??","??","??","??"
"CWE-399","tomcat","java/org/apache/coyote/http11/filters/IdentityInputFilter.java$end","e28dd578fad90a6d5726ec34f3245c9f99d909a5","true","vcg","[190]","17","False","False","False","True"
"CWE-200","jenkins","core/src/main/java/hudson/model/Computer.java$getLogText","6867e4469525d16319b1bae9c840b933fe4e23c4","true","vcg","[??]","2","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$init","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","40","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$handleCloseEvent","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","2","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$addNewAjaxActionButton","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","22","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$close","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","3","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$wantsNotificationOnClose","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","11","??","??","??","??"
"CWE-352","projectforge-webapp","src/main/java/org/projectforge/web/dialog/ModalDialog.java$ajaxError","422de35e3c3141e418a73bfb39b430d5fd74077e","true","vcg","[??]","4","??","??","??","??"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIStep.java$doTestConnection","5306bcc438ff989e4b1999a0208fd6854979999b","true","vcg","[??]","6","??","??","??","??"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIStep.java$doFillCredentialsIdItems","5306bcc438ff989e4b1999a0208fd6854979999b","true","vcg","[??]","5","??","??","??","??"
"CWE-755","tomcat","java/org/apache/catalina/servlets/WebdavServlet.java$service","29893e66111d33cfe99dd01cb146317c0c262ef4","false","vcg","[??]","46","??","??","??","??"
"CWE-829","spring-framework","spring-web/src/main/java/org/springframework/http/converter/json/MappingJackson2HttpMessageConverter.java$writePrefix","b80c13b722bb207ddf43f53a007ee3ddc1dd2e2","false","vcg","[??]","12","??","??","??","??"
"CWE-829","spring-framework","spring-web/src/main/java/org/springframework/http/converter/json/MappingJackson2HttpMessageConverter.java$writeSuffix","b80c13b722bb207ddf43f53a007ee3ddc1dd2e2","false","vcg","[??]","8","??","??","??","??"
"CWE-20","qpid-broker-j","broker-core/src/main/java/org/apache/qpid/server/security/auth/sasl/plain/PlainNegotiator.java$handleResponse","de509dd955229a395c086a7cca874dc55306648a","false","vcg","[190, Comment Indicates Potentially Unfinished Code]","50","False","True","False","False"
"CWE-611","lucene-solr","lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/CoreParser.java$parseXML","926cc4d65b6d2cc40ff07f76d50ddeda947e3cc","true","vcg","[??]","17","??","??","??","??"
"CWE-611","lucene-solr","lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/CoreParser.java$getSpanQuery","926cc4d65b6d2cc40ff07f76d50ddeda947e3cc","true","vcg","[??]","3","??","??","??","??"
"CWE-22","lucene-solr","solr/contrib/velocity/src/java/org/apache/solr/response/VelocityResponseWriter.java$write","da34b18cb3092df4972e2b6fa5178d1059923910","false","vcg","[Comment Indicates Potentially Unfinished Code]","73","False","True","False","False"
"CWE-22","lucene-solr","solr/contrib/velocity/src/java/org/apache/solr/response/VelocityResponseWriter.java$getEngine","da34b18cb3092df4972e2b6fa5178d1059923910","false","vcg","[Comment Indicates Potentially Unfinished Code]","32","False","True","False","False"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/GatewaySenderDestroyFunction.java$getRequiredPermissions","6df14c8b1e3c644f9f810149e80bba0c2f073dab","false","vcg","[??]","3","??","??","??","??"
"CWE-352","spring-framework","spring-web/src/main/java/org/springframework/http/converter/xml/Jaxb2RootElementHttpMessageConverter.java$readFromSource","edba32b3093703d5e9ed42b5b8ec23ecc1998398","true","vcg","[??]","19","??","??","??","??"
"CWE-264","openjpa","openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java$readResolve","d3c68ad3bb9aa0e4e9abbfdec691abb06df642a5","true","vcg","[]","12","False","False","False","True"
"CWE-287","infinispan","server/rest/src/main/java/org/infinispan/rest/embedded/netty4/NettyRestServer.java$addEncryption","f2d54c4ecb75c7264d4160ca7c461135712201a9","true","vcg","[??]","12","??","??","??","??"
"CWE-20","cxf-fediz","plugins/core/src/main/java/org/apache/cxf/fediz/core/util/DOMUtils.java$getBuilder","90c898335786211d253c0503453e2f8b93e0d3fe","true","vcg","[]","14","False","False","False","True"
"CWE-20","cxf-fediz","plugins/core/src/main/java/org/apache/cxf/fediz/core/util/DOMUtils.java$readXml","90c898335786211d253c0503453e2f8b93e0d3fe","true","vcg","[]","23","False","False","False","True"
"CWE-20","cxf-fediz","plugins/core/src/main/java/org/apache/cxf/fediz/core/util/DOMUtils.java$writeXml","90c898335786211d253c0503453e2f8b93e0d3fe","true","vcg","[]","6","False","False","False","True"
"CWE-19","camel","components/camel-http-common/src/main/java/org/apache/camel/http/common/DefaultHttpBinding.java$DefaultHttpBinding","515c822148d52de9e7cdf4f6b01f7b793f2f273f","false","vcg","[??]","5","??","??","??","??"
"CWE-19","camel","components/camel-http-common/src/main/java/org/apache/camel/http/common/DefaultHttpBinding.java$readRequest","515c822148d52de9e7cdf4f6b01f7b793f2f273f","false","vcg","[??]","77","??","??","??","??"
"CWE-19","camel","components/camel-http-common/src/main/java/org/apache/camel/http/common/DefaultHttpBinding.java$doWriteDirectResponse","515c822148d52de9e7cdf4f6b01f7b793f2f273f","false","vcg","[??]","79","??","??","??","??"
"CWE-22","DependencyCheck","core/src/main/java/org/owasp/dependencycheck/utils/ExtractionUtil.java$extractFilesUsingFilter","c106ca919aa343b95cca0ffff0a0b5dc20b2baf7","true","vcg","[643]","17","False","False","False","True"
"CWE-22","DependencyCheck","core/src/main/java/org/owasp/dependencycheck/utils/ExtractionUtil.java$extractFiles","c106ca919aa343b95cca0ffff0a0b5dc20b2baf7","true","vcg","[643]","38","False","False","False","True"
"CWE-22","DependencyCheck","core/src/main/java/org/owasp/dependencycheck/utils/ExtractionUtil.java$extractFile","c106ca919aa343b95cca0ffff0a0b5dc20b2baf7","true","vcg","[Failure To Release Resources In All Cases]","19","False","False","False","True"
"CWE-22","DependencyCheck","core/src/main/java/org/owasp/dependencycheck/utils/ExtractionUtil.java$extractArchive","c106ca919aa343b95cca0ffff0a0b5dc20b2baf7","true","vcg","[]","23","False","False","False","True"
"CWE-200","tomcat","java/org/apache/jasper/compiler/TldLocationsCache.java$tldScanWebXml","b9e06ead01984483af73f48e7861bc7897f5e84f","false","vcg","[??]","65","??","??","??","??"
"CWE-200","tomcat","java/org/apache/jasper/compiler/TldLocationsCache.java$tldScanStream","b9e06ead01984483af73f48e7861bc7897f5e84f","false","vcg","[??]","42","??","??","??","??"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java$setHttpConfiguration","c47cffcadabca0c588753555a386942184a33627","true","vcg","[??]","4","??","??","??","??"
"CWE-613","uaa","common/src/main/java/org/cloudfoundry/identity/uaa/zone/IdentityZoneSwitchingFilter.java$stripScopesFromAuthentication","9730cd6a3bbb481ee4e400b51952b537589c469d","true","vcg","[??]","44","??","??","??","??"
"CWE-79","activemq","activemq-web-console/src/main/java/org/apache/activemq/web/controller/SendMessage.java$appendHeaders","2895197d0dad246757d8d1d9eea181cbf0543ae9","false","vcg","[]","63","False","True","False","False"
"CWE-310","commons-compress","src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java$blockSort","1ce57d976c4f25fe99edcadf079840c278f3cb84","true","vcg","[??]","25","??","??","??","??"
"CWE-200","tomcat","java/org/apache/jasper/servlet/JspCServletContext.java$buildMergedWebXml","05c84ff8304a69a30b251f207a7b93c2c882564d","false","vcg","[??]","42","??","??","??","??"
"CWE-287","infinispan","server/integration/endpoint/src/main/java/org/infinispan/server/endpoint/subsystem/RestService.java$start","f2d54c4ecb75c7264d4160ca7c461135712201a9","false","vcg","[??]","67","??","??","??","??"
"CWE-287","infinispan","server/integration/endpoint/src/main/java/org/infinispan/server/endpoint/subsystem/RestService.java$getSniSecurityRealm","f2d54c4ecb75c7264d4160ca7c461135712201a9","false","vcg","[??]","3","??","??","??","??"
"CWE-287","infinispan","server/integration/endpoint/src/main/java/org/infinispan/server/endpoint/subsystem/RestService.java$RestService","f2d54c4ecb75c7264d4160ca7c461135712201a9","false","vcg","[??]","4","??","??","??","??"
"CWE-287","infinispan","server/integration/endpoint/src/main/java/org/infinispan/server/endpoint/subsystem/RestService.java$getClientAuth","f2d54c4ecb75c7264d4160ca7c461135712201a9","false","vcg","[??]","3","??","??","??","??"
"CWE-640","uaa","scim/src/main/java/org/cloudfoundry/identity/uaa/scim/jdbc/JdbcScimUserProvisioning.java$changePassword","cd31cc397fe17389d95b83d6a9caa46eebc54faf","false","vcg","[??]","26","??","??","??","??"
"CWE-189","tomcat","java/org/apache/tomcat/util/http/Parameters.java$addParameterValues","a4bfa01d4e6fd677f6831ab7b3e513c8b94c6185","true","vcg","[??]","13","??","??","??","??"
"CWE-189","tomcat","java/org/apache/tomcat/util/http/Parameters.java$paramsAsString","a4bfa01d4e6fd677f6831ab7b3e513c8b94c6185","true","vcg","[??]","13","??","??","??","??"
"CWE-470","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/engine/ValidatorImpl.java$getAccessible","0778a5c98b817771a645c6f4ba0b28dd8b5437b","false","vcg","[??]","33","??","??","??","??"
"CWE-200","tomcat80","java/org/apache/coyote/AbstractProtocol.java$process","ec10b8c785d1db91fe58946436f854dde04410fd","false","vcg","[??]","212","??","??","??","??"
"CWE-79","syncope","client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfCreateResource.java$newResourceResponse","73aed0a741b1255f45893e3cada650147335073","false","vcg","[614, 190]","153","False","True","False","False"
"CWE-200","sonarqube","server/sonar-server/src/main/java/org/sonar/server/user/ws/SearchAction.java$define","7b567ba3d15ed7dd0b0bba0330686487e35af85c","false","vcg","[??]","22","??","??","??","??"
"CWE-200","sonarqube","server/sonar-server/src/main/java/org/sonar/server/user/ws/SearchAction.java$towsUser","7b567ba3d15ed7dd0b0bba0330686487e35af85c","false","vcg","[??]","20","??","??","??","??"
"CWE-200","tomcat","java/org/apache/coyote/http11/Http11NioProcessor.java$breakKeepAliveLoop","a4efd3ca1ccbdfc398136d76c0d8b7ad5a1e4905","false","vcg","[??]","37","??","??","??","??"
"CWE-189","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$parseChunkHeader","b6974571c122f6a1e7ec74a90fa212976fa7b0ed","false","vcg","[??]","64","??","??","??","??"
"CWE-200","tomcat55","container/catalina/src/share/org/apache/catalina/users/MemoryUserDatabase.java$save","8b81c8c869987e35deed04993ecfcf7be27ca298","true","vcg","[??]","97","??","??","??","??"
"CWE-20","qpid-broker-j","broker-plugins/amqp-0-8-protocol/src/main/java/org/apache/qpid/server/protocol/v0_8/AMQChannel.java$receiveMessageHeader","025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27","true","vcg","[190]","25","False","False","False","True"
"CWE-200","jenkins","core/src/main/java/hudson/model/View.java$doItemCategories","6867e4469525d16319b1bae9c840b933fe4e23c4","true","vcg","[??]","50","??","??","??","??"
"CWE-79","cxf","rt/transports/http/src/main/java/org/apache/cxf/transport/servlet/servicelist/FormattedServiceListWriter.java$getAbsoluteAddress","1be97cb13aef121b799b1be4d9793c0e8b925a12","true","vcg","[]","15","False","False","False","True"
"CWE-552","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodProcessor.java$AbstractMessageConverterMethodProcessor","a95c3d820dbc4c3ae752f1b3ee22ee860b162402","true","vcg","[??]","6","??","??","??","??"
"CWE-552","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodProcessor.java$writeWithMessageConverters","a95c3d820dbc4c3ae752f1b3ee22ee860b162402","true","vcg","[??]","61","??","??","??","??"
"CWE-295","spring-amqp","spring-rabbit/src/main/java/org/springframework/amqp/rabbit/connection/RabbitConnectionFactoryBean.java$setUpSSL","444b74e95bb299af5e23ebf006fbb45d574fb95","true","vcg","[??]","65","??","??","??","??"
"CWE-295","spring-amqp","spring-rabbit/src/main/java/org/springframework/amqp/rabbit/connection/RabbitConnectionFactoryBean.java$useDefaultTrustStoreMechanism","444b74e95bb299af5e23ebf006fbb45d574fb95","true","vcg","[??]","8","??","??","??","??"
"CWE-200","tomcat","java/org/apache/jasper/JspC.java$initServletContext","05c84ff8304a69a30b251f207a7b93c2c882564d","true","vcg","[??]","25","??","??","??","??"
"CWE-200","tomcat","java/org/apache/jasper/JspC.java$setArgs","05c84ff8304a69a30b251f207a7b93c2c882564d","true","vcg","[??]","108","??","??","??","??"
"CWE-352","jolokia","agent/core/src/main/java/org/jolokia/http/AgentServlet.java$handle","2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364","false","vcg","[??]","30","??","??","??","??"
"CWE-863","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/util/TokenValidation.java$getClaims","2906057dae995024576ce6afdc20abd85569514","false","vcg","[??]","2","??","??","??","??"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java$DefaultHttpBinding","e7fd5f049c2fd51a528f8062da91a1c75e33b0e8","false","vcg","[??]","4","??","??","??","??"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java$readRequest","e7fd5f049c2fd51a528f8062da91a1c75e33b0e8","false","vcg","[??]","77","??","??","??","??"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java$doWriteDirectResponse","e7fd5f049c2fd51a528f8062da91a1c75e33b0e8","false","vcg","[??]","79","??","??","??","??"
"CWE-399","netty","codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocket08FrameDecoder.java$protocolViolation","8599ab5bdb761bb99d41a975d689f74c12e4892b","false","vcg","[]","6","False","True","False","False"
